,id,price_x,grade_x,date_x,yr_built_x,yr_renovated_x,floors_1.5,floors_2.0,floors_2.5,floors_3.0,floors_3.5,renovated,price_y,view_x,sqft_living,sqft_lot,bedrooms,bathrooms,price,date_y,yr_renovated_y,yr_built_y,condition,grade_y,view_y,waterfront,zipcode,lat,long,cat_waterfront,cat_view,cat_condition,cat_grade,cat_zipcode
10,114101516,310000.0,4,2014-05-28,1927,,1,0,0,0,0,0,310000.0,NONE,1430,19901,2,2,310000.0,5/28/2014,,1927,4,4,NONE,NO,98028,47.7558,-122.229,NO,NONE,Good,7 Average,98028
11,6054650070,400000.0,4,2014-10-07,1977,,0,0,0,0,0,0,400000.0,NONE,1370,9680,2,5,400000.0,10/7/2014,,1977,4,4,NONE,NO,98074,47.6127,-122.045,NO,NONE,Good,7 Average,98074
12,1175000570,530000.0,4,2015-03-12,1900,,1,0,0,0,0,0,530000.0,NONE,1810,4850,4,6,530000.0,3/12/2015,,1900,3,4,NONE,NO,98107,47.67,-122.39399999999999,NO,NONE,Average,7 Average,98107
13,9297300055,650000.0,6,2015-01-24,1979,,0,1,0,0,0,0,650000.0,GOOD,2950,5000,3,10,650000.0,1/24/2015,,1979,3,6,4.0,NO,98126,47.5714,-122.375,NO,GOOD,Average,9 Better,98126
14,1875500060,395000.0,4,2014-07-31,1994,,0,1,0,0,0,0,395000.0,NONE,1890,14040,2,6,395000.0,7/31/2014,,1994,3,4,NONE,NO,98019,47.7277,-121.962,NO,NONE,Average,7 Average,98019
15,6865200140,485000.0,4,2014-05-29,1916,,1,0,0,0,0,0,485000.0,NONE,1600,4300,3,2,485000.0,5/29/2014,,1916,4,4,NONE,NO,98103,47.6648,-122.34299999999999,NO,NONE,Good,7 Average,98103
16,16000397,189000.0,4,2014-12-05,1921,,0,0,0,0,0,0,189000.0,NONE,1200,9850,1,2,189000.0,12/5/2014,,1921,4,4,NONE,NO,98002,47.3089,-122.21,NO,NONE,Good,7 Average,98002
17,7983200060,230000.0,4,2015-04-24,1969,,0,0,0,0,0,0,230000.0,NONE,1250,9774,2,2,230000.0,4/24/2015,,1969,4,4,NONE,NO,98003,47.3343,-122.306,NO,NONE,Good,7 Average,98003
18,6300500875,385000.0,4,2014-05-14,1947,,0,0,0,0,0,0,385000.0,NONE,1620,4980,3,5,385000.0,5/14/2014,,1947,4,4,NONE,NO,98133,47.7025,-122.34100000000001,NO,NONE,Good,7 Average,98133
19,7137970340,285000.0,5,2014-07-03,1995,,0,1,0,0,0,0,285000.0,NONE,2270,6300,4,8,285000.0,7/3/2014,,1995,3,5,NONE,NO,98092,47.3266,-122.169,NO,NONE,Average,8 Good,98092
20,8091400200,252700.0,4,2014-05-16,1985,,0,0,0,0,0,0,252700.0,NONE,1070,9643,1,4,252700.0,5/16/2014,,1985,3,4,NONE,,98030,47.3533,-122.166,,NONE,Average,7 Average,98030
21,3814700200,329000.0,5,2014-11-20,1985,,0,1,0,0,0,0,329000.0,NONE,2450,6500,2,7,329000.0,11/20/2014,,1985,4,5,NONE,NO,98030,47.3739,-122.17200000000001,NO,NONE,Good,8 Good,98030
22,1202000200,233000.0,3,2014-11-03,1941,,1,0,0,0,0,0,233000.0,NONE,1710,4697,2,6,233000.0,11/3/2014,,1941,5,3,NONE,NO,98002,47.3048,-122.21799999999999,NO,NONE,Very Good,6 Low Average,98002
23,3303700376,667000.0,5,2014-12-01,1909,,1,0,0,0,0,0,667000.0,NONE,1400,1581,2,2,667000.0,12/1/2014,,1909,5,5,NONE,NO,98112,47.6221,-122.314,NO,NONE,Very Good,8 Good,98112
24,5101402488,438000.0,4,2014-06-24,1948,,0,0,0,0,0,0,438000.0,NONE,1520,6380,2,5,438000.0,6/24/2014,,1948,3,4,NONE,NO,98115,47.695,-122.304,NO,NONE,Average,7 Average,98115
25,8562750320,580500.0,5,2014-11-10,2003,,0,1,0,0,0,0,580500.0,NONE,2320,3980,2,8,580500.0,11/10/2014,,2003,3,5,NONE,NO,98027,47.5391,-122.07,NO,NONE,Average,8 Good,98027
26,2426039314,280000.0,4,2014-12-01,2005,,0,0,0,1,0,0,280000.0,NONE,1190,1265,1,4,280000.0,12/1/2014,,2005,3,4,NONE,NO,98133,47.7274,-122.35700000000001,NO,NONE,Average,7 Average,98133
27,461000390,687500.0,4,2014-06-24,1929,,1,0,0,0,0,0,687500.0,NONE,2330,5000,3,5,687500.0,6/24/2014,,1929,4,4,NONE,NO,98117,47.6823,-122.368,NO,NONE,Good,7 Average,98117
28,7589200193,535000.0,5,2014-11-10,1929,,1,0,0,0,0,0,535000.0,NONE,1090,3000,2,2,535000.0,11/10/2014,,1929,4,5,NONE,NO,98117,47.6889,-122.375,NO,NONE,Good,8 Good,98117
29,7955080270,322500.0,4,2014-12-03,1981,,0,0,0,0,0,0,322500.0,NONE,2060,6659,3,9,322500.0,12/3/2014,,1981,3,4,NONE,NO,98058,47.4276,-122.15700000000001,NO,NONE,Average,7 Average,98058
30,9547205180,696000.0,5,2014-06-13,1930,2002.0,1,0,0,0,0,1,696000.0,NONE,2300,3060,2,8,696000.0,6/13/2014,2002.0,1930,3,5,NONE,NO,98115,47.6827,-122.31,NO,NONE,Average,8 Good,98115
31,9435300030,550000.0,2,2014-05-28,1933,,0,0,0,0,0,0,550000.0,NONE,1660,34848,3,2,550000.0,5/28/2014,,1933,1,2,NONE,NO,98052,47.6621,-122.132,NO,NONE,Poor,5 Fair,98052
32,2768000400,640000.0,5,2014-12-30,1904,,0,1,0,0,0,0,640000.0,NONE,2360,6000,3,6,640000.0,12/30/2014,,1904,4,5,NONE,NO,98107,47.6702,-122.36200000000001,NO,NONE,Good,8 Good,98107
33,7895500070,240000.0,4,2015-02-13,1969,,0,0,0,0,0,0,240000.0,NONE,1220,8075,3,2,240000.0,2/13/2015,,1969,2,4,NONE,NO,98001,47.3341,-122.28200000000001,NO,NONE,Fair,7 Average,98001
34,2078500320,605000.0,5,2014-06-20,1996,,0,1,0,0,0,0,605000.0,NONE,2620,7553,3,8,605000.0,6/20/2014,,1996,3,5,NONE,NO,98056,47.5301,-122.18,NO,NONE,Average,8 Good,98056
35,5547700270,625000.0,6,2014-07-15,2000,,0,1,0,0,0,0,625000.0,NONE,2570,5520,3,8,625000.0,7/15/2014,,2000,3,6,NONE,,98074,47.6145,-122.027,,NONE,Average,9 Better,98074
36,9270200160,685000.0,4,2014-10-28,1922,,0,1,0,0,0,0,685000.0,NONE,1570,2280,2,2,685000.0,10/28/2014,,1922,3,4,NONE,NO,98119,47.6413,-122.36399999999999,NO,NONE,Average,7 Average,98119
37,1432701230,309000.0,3,2014-07-29,1959,,0,0,0,0,0,0,309000.0,NONE,1280,9656,2,2,309000.0,7/29/2014,,1959,4,3,NONE,NO,98058,47.4485,-122.175,NO,NONE,Good,6 Low Average,98058
38,8035350320,488000.0,5,2014-07-18,2003,,0,1,0,0,0,0,488000.0,NONE,3160,13603,2,8,488000.0,7/18/2014,,2003,3,5,NONE,NO,98019,47.7443,-121.977,NO,NONE,Average,8 Good,98019
39,8945200830,210490.0,3,2015-03-25,1966,,0,0,0,0,0,0,210490.0,NONE,990,8528,2,2,210490.0,3/25/2015,,1966,3,3,NONE,NO,98023,47.3066,-122.37100000000001,NO,NONE,Average,6 Low Average,98023
40,9215400105,450000.0,4,2015-04-28,1953,,0,0,0,0,0,0,450000.0,NONE,1250,5963,2,5,450000.0,4/28/2015,,1953,4,4,NONE,NO,98115,47.6796,-122.301,NO,NONE,Good,7 Average,98115
41,5245600105,228000.0,4,2014-09-16,1955,,0,0,0,0,0,0,228000.0,NONE,1190,9199,2,2,228000.0,9/16/2014,,1955,3,4,NONE,NO,98148,47.4258,-122.322,NO,NONE,Average,7 Average,98148
42,7231300125,345000.0,5,2015-02-17,1966,,0,0,0,0,0,0,345000.0,NONE,3150,9134,4,8,345000.0,2/17/2015,,1966,4,5,NONE,NO,98056,47.4934,-122.189,NO,NONE,Good,8 Good,98056
43,7518505990,600000.0,4,2014-12-31,1950,,0,0,0,0,0,0,600000.0,NONE,1410,4080,2,5,600000.0,12/31/2014,,1950,4,4,NONE,NO,98117,47.6808,-122.384,NO,NONE,Good,7 Average,98117
44,3626039271,585000.0,4,2015-02-05,1981,,0,0,0,0,0,0,585000.0,NONE,1980,8550,1,5,585000.0,2/5/2015,,1981,3,4,NONE,NO,98117,47.6989,-122.369,NO,NONE,Average,7 Average,98117
45,9478500640,292500.0,4,2014-08-19,2008,,0,1,0,0,0,0,292500.0,NONE,2250,4495,3,8,292500.0,8/19/2014,,2008,3,4,NONE,NO,98042,47.3663,-122.11399999999999,NO,NONE,Average,7 Average,98042
46,2799800710,301000.0,5,2015-04-07,2003,,0,1,0,0,0,0,301000.0,NONE,2420,4750,2,8,301000.0,4/7/2015,,2003,3,5,NONE,NO,98042,47.3663,-122.12200000000001,NO,NONE,Average,8 Good,98042
47,8079040320,430000.0,5,2015-02-23,1991,,0,1,0,0,0,0,430000.0,NONE,1850,9976,3,10,430000.0,2/23/2015,,1991,3,5,NONE,NO,98059,47.5059,-122.149,NO,NONE,Average,8 Good,98059
48,1516000055,650000.0,5,2014-12-10,1959,,0,0,0,0,0,0,650000.0,GOOD,2150,21235,2,7,650000.0,12/10/2014,,1959,4,5,4.0,,98166,47.4336,-122.339,,GOOD,Good,8 Good,98166
49,9558200045,289000.0,4,2014-08-28,1954,,0,0,0,0,0,0,289000.0,NONE,1260,8400,2,5,289000.0,8/28/2014,,1954,3,4,NONE,NO,98148,47.4366,-122.335,NO,NONE,Average,7 Average,98148
50,5072410070,505000.0,5,2014-10-21,1973,,0,1,0,0,0,0,505000.0,NONE,2519,8690,2,5,505000.0,10/21/2014,,1973,5,5,NONE,,98166,47.4428,-122.344,,NONE,Very Good,8 Good,98166
51,9528102996,549000.0,5,2014-12-07,2014,,0,0,0,1,0,0,549000.0,NONE,1540,1044,2,5,549000.0,12/7/2014,,2014,3,5,NONE,NO,98115,47.6765,-122.32,NO,NONE,Average,8 Good,98115
52,1189001180,425000.0,4,2014-06-03,1979,,0,0,0,0,0,0,425000.0,NONE,1660,6000,2,7,425000.0,6/3/2014,,1979,3,4,NONE,NO,98122,47.6113,-122.29700000000001,NO,NONE,Average,7 Average,98122
53,3253500160,317625.0,4,2014-11-20,1925,,1,0,0,0,0,0,317625.0,NONE,2770,3809,2,9,317625.0,11/20/2014,,1925,5,4,NONE,NO,98144,47.5747,-122.304,NO,NONE,Very Good,7 Average,98144
54,3717000160,287000.0,4,2014-10-09,2005,,0,1,0,0,0,0,287000.0,NONE,2240,4648,3,8,287000.0,10/9/2014,,2005,3,4,NONE,NO,98001,47.3378,-122.257,NO,NONE,Average,7 Average,98001
55,1274500060,204000.0,4,2014-08-25,1968,,0,0,0,0,0,0,204000.0,NONE,1000,12070,2,2,204000.0,8/25/2014,,1968,4,4,NONE,NO,98042,47.3621,-122.11,NO,NONE,Good,7 Average,98042
56,1049000060,325000.0,4,2015-01-05,1972,,0,0,0,0,0,0,325000.0,NONE,1260,5612,2,6,325000.0,1/5/2015,,1972,4,4,NONE,NO,98034,47.7362,-122.179,NO,NONE,Good,7 Average,98034
57,8820901275,571000.0,4,2014-06-10,1916,,1,0,0,0,0,0,571000.0,NONE,2750,7807,3,6,571000.0,6/10/2014,,1916,5,4,NONE,NO,98125,47.7168,-122.287,NO,NONE,Very Good,7 Average,98125
58,5416510140,360000.0,5,2014-07-10,2005,,0,1,0,0,0,0,360000.0,NONE,2380,5000,3,8,360000.0,7/10/2014,,2005,3,5,NONE,NO,98038,47.3608,-122.036,NO,NONE,Average,8 Good,98038
59,3444100400,349000.0,4,2015-03-16,1965,,0,0,0,0,0,0,349000.0,NONE,1790,50529,2,5,349000.0,3/16/2015,,1965,5,4,NONE,NO,98042,47.3511,-122.073,NO,NONE,Very Good,7 Average,98042
60,4036801170,380000.0,4,2014-10-13,1956,,0,0,0,0,0,0,380000.0,NONE,1760,7300,3,5,380000.0,10/13/2014,,1956,3,4,NONE,NO,98008,47.6034,-122.125,NO,NONE,Average,7 Average,98008
61,2391600320,480000.0,4,2015-04-20,1941,,0,0,0,0,0,0,480000.0,NONE,1040,5060,2,2,480000.0,4/20/2015,,1941,3,4,NONE,NO,98116,47.5636,-122.39399999999999,NO,NONE,Average,7 Average,98116
62,6300000287,410000.0,4,2014-06-09,1956,,0,0,0,0,0,0,410000.0,NONE,1410,5060,2,2,410000.0,6/9/2014,,1956,4,4,NONE,NO,98133,47.7073,-122.34,NO,NONE,Good,7 Average,98133
63,5104520400,390000.0,5,2014-12-02,2003,,0,1,0,0,0,0,390000.0,NONE,2350,5100,2,8,390000.0,12/2/2014,,2003,3,5,NONE,NO,98038,47.3512,-122.008,NO,NONE,Average,8 Good,98038
64,7437100340,360000.0,4,2014-12-22,1992,,0,1,0,0,0,0,360000.0,NONE,1900,5889,3,8,360000.0,12/22/2014,,1992,3,4,NONE,NO,98038,47.349,-122.031,NO,NONE,Average,7 Average,98038
65,9418400240,355000.0,4,2014-10-28,1948,,0,0,0,0,0,0,355000.0,NONE,2020,6720,1,2,355000.0,10/28/2014,,1948,3,4,NONE,NO,98118,47.5474,-122.291,NO,NONE,Average,7 Average,98118
66,1523059105,356000.0,5,2015-01-28,1964,,0,0,0,0,0,0,356000.0,NONE,1680,8712,2,4,356000.0,1/28/2015,,1964,3,5,NONE,NO,98059,47.4811,-122.149,NO,NONE,Average,8 Good,98059
67,1133000671,315000.0,3,2014-06-02,1952,,0,0,0,0,0,0,315000.0,NONE,960,6634,2,2,315000.0,6/2/2014,,1952,3,3,NONE,NO,98125,47.7264,-122.31,NO,NONE,Average,6 Low Average,98125
68,2599001200,305000.0,4,2014-11-03,1961,,1,0,0,0,0,0,305000.0,NONE,2660,8400,4,7,305000.0,11/3/2014,,1961,5,4,NONE,NO,98092,47.2909,-122.189,NO,NONE,Very Good,7 Average,98092
69,3342103156,461000.0,6,2014-06-18,2006,,0,1,0,0,0,0,461000.0,NONE,2770,6278,2,11,461000.0,6/18/2014,,2006,3,6,NONE,,98056,47.5228,-122.199,,NONE,Average,9 Better,98056
70,1332700270,215000.0,4,2014-05-19,1979,,0,1,0,0,0,0,215000.0,NONE,1610,2040,1,7,215000.0,5/19/2014,,1979,4,4,NONE,NO,98056,47.518,-122.194,NO,NONE,Good,7 Average,98056
71,3869900162,335000.0,4,2014-09-04,2006,,0,1,0,0,0,0,335000.0,NONE,1030,1066,1,5,335000.0,9/4/2014,,2006,3,4,NONE,NO,98136,47.5394,-122.387,NO,NONE,Average,7 Average,98136
72,2791500270,243500.0,4,2014-05-22,1988,,0,1,0,0,0,0,243500.0,NONE,1980,7403,3,8,243500.0,5/22/2014,,1988,3,4,NONE,NO,98023,47.2897,-122.37200000000001,NO,NONE,Average,7 Average,98023
73,4168000060,153000.0,4,2015-02-26,1962,,0,0,0,0,0,0,153000.0,NONE,1200,10500,2,2,153000.0,2/26/2015,,1962,3,4,NONE,NO,98023,47.321999999999996,-122.351,NO,NONE,Average,7 Average,98023
74,6021501535,430000.0,5,2014-07-25,1939,,0,0,0,0,0,0,430000.0,NONE,1580,5000,2,4,430000.0,7/25/2014,,1939,3,5,NONE,NO,98117,47.687,-122.38600000000001,NO,NONE,Average,8 Good,98117
75,6021501535,430000.0,5,2014-07-25,1939,,0,0,0,0,0,0,430000.0,NONE,1580,5000,2,4,700000.0,12/23/2014,,1939,3,5,NONE,NO,98117,47.687,-122.38600000000001,NO,NONE,Average,8 Good,98117
76,6021501535,430000.0,5,2014-07-25,1939,,0,0,0,0,0,0,700000.0,NONE,1580,5000,2,4,430000.0,7/25/2014,,1939,3,5,NONE,NO,98117,47.687,-122.38600000000001,NO,NONE,Average,8 Good,98117
77,6021501535,430000.0,5,2014-07-25,1939,,0,0,0,0,0,0,700000.0,NONE,1580,5000,2,4,700000.0,12/23/2014,,1939,3,5,NONE,NO,98117,47.687,-122.38600000000001,NO,NONE,Average,8 Good,98117
78,6021501535,700000.0,5,2014-12-23,1939,,0,0,0,0,0,0,430000.0,NONE,1580,5000,2,4,430000.0,7/25/2014,,1939,3,5,NONE,NO,98117,47.687,-122.38600000000001,NO,NONE,Average,8 Good,98117
79,6021501535,700000.0,5,2014-12-23,1939,,0,0,0,0,0,0,430000.0,NONE,1580,5000,2,4,700000.0,12/23/2014,,1939,3,5,NONE,NO,98117,47.687,-122.38600000000001,NO,NONE,Average,8 Good,98117
80,6021501535,700000.0,5,2014-12-23,1939,,0,0,0,0,0,0,700000.0,NONE,1580,5000,2,4,430000.0,7/25/2014,,1939,3,5,NONE,NO,98117,47.687,-122.38600000000001,NO,NONE,Average,8 Good,98117
81,6021501535,700000.0,5,2014-12-23,1939,,0,0,0,0,0,0,700000.0,NONE,1580,5000,2,4,700000.0,12/23/2014,,1939,3,5,NONE,NO,98117,47.687,-122.38600000000001,NO,NONE,Average,8 Good,98117
82,3422049190,247500.0,4,2015-03-30,1967,,0,0,0,0,0,0,247500.0,NONE,1960,15681,2,5,247500.0,3/30/2015,,1967,3,4,NONE,NO,98032,47.3576,-122.277,NO,NONE,Average,7 Average,98032
83,1099611230,199000.0,4,2014-09-12,1975,,0,0,0,0,0,0,199000.0,NONE,1160,6400,3,4,199000.0,9/12/2014,,1975,4,4,NONE,NO,98023,47.3036,-122.37799999999999,NO,NONE,Good,7 Average,98023
84,722079104,314000.0,4,2014-07-11,1980,,0,0,0,0,0,0,314000.0,NONE,1810,41800,2,5,314000.0,7/11/2014,,1980,5,4,NONE,NO,98038,47.4109,-121.958,NO,NONE,Very Good,7 Average,98038
85,7338200240,437500.0,6,2014-05-16,1992,,0,1,0,0,0,0,437500.0,AVERAGE,2320,36847,2,8,437500.0,5/16/2014,,1992,3,6,3.0,NO,98045,47.4838,-121.714,NO,AVERAGE,Average,9 Better,98045
86,5200100125,555000.0,4,2014-10-27,1929,,1,0,0,0,0,0,555000.0,NONE,1980,3478,2,6,555000.0,10/27/2014,,1929,4,4,NONE,NO,98117,47.6775,-122.37200000000001,NO,NONE,Good,7 Average,98117
87,7214720075,699950.0,5,2014-12-12,1983,,0,1,0,0,0,0,699950.0,NONE,2190,107593,2,7,699950.0,12/12/2014,,1983,4,5,NONE,NO,98077,47.7731,-122.08,NO,NONE,Good,8 Good,98077
88,6197800045,290000.0,4,2014-09-24,1954,,0,0,0,0,0,0,290000.0,NONE,1210,33919,2,2,290000.0,9/24/2014,,1954,3,4,NONE,NO,98058,47.4375,-122.184,NO,NONE,Average,7 Average,98058
89,1328310370,375000.0,5,2015-04-02,1978,,0,0,0,0,0,0,375000.0,NONE,2340,10005,2,8,375000.0,4/2/2015,,1978,4,5,NONE,,98058,47.4431,-122.133,,NONE,Good,8 Good,98058
90,546000875,460000.0,4,2014-05-23,1939,,1,0,0,0,0,0,460000.0,NONE,1670,4005,2,2,460000.0,5/23/2014,,1939,4,4,NONE,NO,98117,47.6878,-122.38,NO,NONE,Good,7 Average,98117
91,3530510041,188500.0,5,2014-07-23,1985,,0,0,0,0,0,0,188500.0,NONE,1240,2493,1,5,188500.0,7/23/2014,,1985,4,5,NONE,NO,98198,47.3813,-122.322,NO,NONE,Good,8 Good,98198
92,1853000400,680000.0,7,2015-03-05,1991,,0,1,0,0,0,0,680000.0,NONE,3140,28037,3,8,680000.0,3/5/2015,,1991,4,7,NONE,NO,98077,47.7304,-122.08200000000001,NO,NONE,Good,10 Very Good,98077
93,3134100116,470000.0,4,2014-08-27,1942,,0,1,0,0,0,0,470000.0,NONE,2030,12342,4,5,470000.0,8/27/2014,,1942,4,4,NONE,NO,98052,47.6417,-122.109,NO,NONE,Good,7 Average,98052
94,9545230140,597750.0,5,2014-07-25,1984,,0,1,0,0,0,0,597750.0,NONE,2310,9624,3,8,597750.0,7/25/2014,,1984,3,5,NONE,NO,98027,47.5386,-122.053,NO,NONE,Average,8 Good,98027
95,3362400511,570000.0,3,2015-03-04,1905,,0,0,0,0,0,0,570000.0,NONE,1260,3328,2,5,570000.0,3/4/2015,,1905,5,3,NONE,NO,98103,47.6823,-122.34899999999999,NO,NONE,Very Good,6 Low Average,98103
96,2525310310,272500.0,4,2014-09-16,1980,,0,0,0,0,0,0,272500.0,NONE,1540,12600,2,5,272500.0,9/16/2014,,1980,4,4,NONE,NO,98038,47.3624,-122.031,NO,NONE,Good,7 Average,98038
97,6126500060,329950.0,4,2014-11-24,1971,,0,0,0,0,0,0,329950.0,AVERAGE,2080,5969,2,5,329950.0,11/24/2014,,1971,3,4,3.0,NO,98108,47.5474,-122.295,NO,AVERAGE,Average,7 Average,98108
98,3362400431,518500.0,5,2014-06-26,2010,,0,0,0,1,0,0,518500.0,NONE,1590,1102,2,12,518500.0,6/26/2014,,2010,3,5,NONE,NO,98103,47.6824,-122.34700000000001,NO,NONE,Average,8 Good,98103
99,4060000240,205425.0,3,2014-06-23,1945,,0,0,0,0,0,0,205425.0,NONE,880,6780,1,2,205425.0,6/23/2014,,1945,4,3,NONE,NO,98178,47.5009,-122.24799999999999,NO,NONE,Good,6 Low Average,98178
100,3454800060,171800.0,3,2015-01-08,1950,,0,0,0,0,0,0,171800.0,NONE,1570,9600,3,6,171800.0,1/8/2015,,1950,3,3,NONE,,98168,47.4965,-122.303,,NONE,Average,6 Low Average,98168
101,1695900060,535000.0,4,2015-05-11,1925,,1,0,0,0,0,0,535000.0,NONE,1610,2982,3,2,535000.0,5/11/2015,,1925,4,4,NONE,NO,98144,47.586999999999996,-122.294,NO,NONE,Good,7 Average,98144
102,7278700070,660000.0,5,2015-01-02,1964,,0,0,0,0,0,0,660000.0,AVERAGE,2400,6474,2,8,660000.0,1/2/2015,,1964,3,5,3.0,NO,98177,47.7728,-122.38600000000001,NO,AVERAGE,Average,8 Good,98177
103,6675500070,391500.0,4,2014-11-19,1987,,0,0,0,0,0,0,391500.0,NONE,1450,9132,2,6,391500.0,11/19/2014,,1987,3,4,NONE,NO,98034,47.7288,-122.226,NO,NONE,Average,7 Average,98034
104,3626039187,395000.0,3,2015-04-06,1953,,0,0,0,0,0,0,395000.0,NONE,770,6000,1,2,395000.0,4/6/2015,,1953,3,3,NONE,NO,98117,47.6999,-122.36399999999999,NO,NONE,Average,6 Low Average,98117
105,3524049083,445000.0,4,2014-11-04,1924,,1,0,0,0,0,0,445000.0,NONE,2100,4400,3,5,445000.0,11/4/2014,,1924,5,4,NONE,,98118,47.5299,-122.266,,NONE,Very Good,7 Average,98118
106,4058801670,445000.0,5,2014-07-17,1967,,0,0,0,0,0,0,445000.0,AVERAGE,2100,8201,2,7,445000.0,7/17/2014,,1967,3,5,3.0,,98178,47.5091,-122.244,,AVERAGE,Average,8 Good,98178
107,8732020310,260000.0,5,2014-07-17,1978,,0,0,0,0,0,0,260000.0,NONE,2160,8811,3,7,260000.0,7/17/2014,,1978,3,5,NONE,NO,98023,47.3129,-122.39,NO,NONE,Average,8 Good,98023
108,3668000070,212000.0,4,2015-01-05,1986,,0,0,0,0,0,0,212000.0,NONE,1060,7875,2,5,212000.0,1/5/2015,,1986,4,4,NONE,NO,98092,47.2761,-122.152,NO,NONE,Good,7 Average,98092
109,9545240070,660500.0,5,2015-04-28,1986,,0,0,0,0,0,0,660500.0,NONE,2010,9603,3,7,660500.0,4/28/2015,,1986,3,5,NONE,NO,98027,47.5343,-122.054,NO,NONE,Average,8 Good,98027
110,8929000270,453246.0,5,2014-05-12,2014,,0,1,0,0,0,0,453246.0,NONE,2010,2287,2,8,453246.0,5/12/2014,,2014,3,5,NONE,NO,98029,47.5517,-121.99799999999999,NO,NONE,Average,8 Good,98029
111,2767602356,675000.0,6,2015-01-26,2005,,0,0,0,1,0,0,675000.0,NONE,2140,2278,3,12,675000.0,1/26/2015,,2005,3,6,NONE,NO,98107,47.6734,-122.38,NO,NONE,Average,9 Better,98107
112,921049315,199000.0,4,2014-08-13,1956,,0,0,0,0,0,0,199000.0,NONE,1320,17390,2,5,199000.0,8/13/2014,,1956,4,4,NONE,NO,98003,47.3257,-122.296,NO,NONE,Good,7 Average,98003
113,3655000070,220000.0,4,2014-08-05,1968,,0,0,0,0,0,0,220000.0,NONE,2020,7840,3,5,220000.0,8/5/2014,,1968,3,4,NONE,NO,98003,47.3309,-122.29899999999999,NO,NONE,Average,7 Average,98003
114,4027700812,452000.0,5,2014-05-29,1968,,0,0,0,0,0,0,452000.0,NONE,2590,10002,3,7,452000.0,5/29/2014,,1968,4,5,NONE,NO,98028,47.7689,-122.266,NO,NONE,Good,8 Good,98028
115,3992700335,382500.0,3,2014-07-07,1981,,0,0,0,0,0,0,382500.0,NONE,1190,4440,1,2,382500.0,7/7/2014,,1981,3,3,NONE,NO,98125,47.7135,-122.287,NO,NONE,Average,6 Low Average,98125
116,2767603505,519950.0,5,2014-05-07,2014,,0,0,0,1,0,0,519950.0,NONE,1170,1249,2,7,519950.0,5/7/2014,,2014,3,5,NONE,NO,98107,47.6722,-122.381,NO,NONE,Average,8 Good,98107
